structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
"central canal, spinal cord/medulla",0.0,0.0,0.0,6e-06,4.1e-05,4.7e-05,0.0,0.0
cerebal peduncle,0.0,0.0,0.0,0.4439349999999999,0.476261,0.920196,0.0,0.0
cerebellar commissure,0.0,0.0,0.0,0.045647,0.0507689999999999,0.096416,0.0,0.0
cerebral aqueduct,3.0,2.0,5.0,0.103918,0.1192019999999999,0.2231199999999999,28.868915875979138,16.778241975805788
choroid plexus,3.0,4.0,7.0,0.595394,0.5894659999999999,1.18486,5.038680268863979,6.78580274350005
cingulum bundle,1.0,0.0,1.0,0.6942929999999999,0.691224,1.385517,1.440314103699735,0.0
columns of the fornix,0.0,0.0,0.0,0.1558139999999999,0.148778,0.304592,0.0,0.0
commissural branch of stria terminalis,0.0,0.0,0.0,0.0181099999999999,0.018756,0.0368659999999999,0.0,0.0
"corpus callosum, anterior forceps",0.0,0.0,0.0,0.491538,0.451766,0.943304,0.0,0.0
"corpus callosum, body",0.0,0.0,0.0,1.7068029999999998,1.733474,3.440277,0.0,0.0
"corpus callosum, extreme capsule",0.0,0.0,0.0,0.050671,0.055575,0.106246,0.0,0.0
"corpus callosum, posterior forceps",1.0,0.0,1.0,0.7363959999999999,0.705341,1.4417369999999998,1.357965007957675,0.0
"corpus callosum, splenium",0.0,0.0,0.0,0.437793,0.395184,0.832977,0.0,0.0
corticospinal tract,0.0,0.0,0.0,0.05071,0.052496,0.1032059999999999,0.0,0.0
crossed tectospinal pathway,3.0,0.0,3.0,0.2667899999999999,0.2698669999999999,0.5366569999999999,11.244799280332849,0.0
direct tectospinal pathway,0.0,0.0,0.0,2e-06,2e-06,4e-06,0.0,0.0
doral tegmental decussation,0.0,0.0,0.0,0.0034219999999999,0.003583,0.0070049999999999,0.0,0.0
dorsal acoustic stria,0.0,0.0,0.0,0.007403,0.007434,0.014837,0.0,0.0
dorsal fornix,0.0,0.0,0.0,0.021806,0.022746,0.0445519999999999,0.0,0.0
dorsal hippocampal commissure,0.0,1.0,1.0,0.540629,0.498432,1.039061,0.0,2.006291730868002
dorsal limb,0.0,0.0,0.0,0.078856,0.079361,0.158217,0.0,0.0
dorsal spinocerebellar tract,0.0,0.0,0.0,0.0389199999999999,0.0443249999999999,0.0832449999999999,0.0,0.0
external capsule,0.0,1.0,1.0,0.449285,0.437167,0.886452,0.0,2.2874553660271704
external medullary lamina of the thalamus,6.0,3.0,9.0,0.0677909999999999,0.066679,0.1344699999999999,88.50732398105956,44.99167653984013
facial nerve,0.0,0.0,0.0,0.041388,0.041593,0.082981,0.0,0.0
fasciculus retroflexus,0.0,1.0,1.0,0.0938919999999999,0.091544,0.185436,0.0,10.923708817617758
fiber tracts,29.0,3.0,32.0,0.8410759999999999,0.787663,1.628739,34.47964274334306,3.808735461739348
fimbria,0.0,1.0,1.0,0.813983,0.688384,1.502367,0.0,1.4526775753068055
fourth ventricle,1.0,0.0,1.0,0.194493,0.195819,0.390312,5.141573218573419,0.0
genu of corpus callosum,0.0,0.0,0.0,0.4627929999999999,0.510732,0.973525,0.0,0.0
genu of the facial nerve,0.0,0.0,0.0,0.0141,0.0147409999999999,0.028841,0.0,0.0
habenular commissure,0.0,0.0,0.0,0.025212,0.022951,0.048163,0.0,0.0
inferior cerebellar peduncle,0.0,0.0,0.0,0.318173,0.290655,0.6088279999999999,0.0,0.0
inferior colliculus commissure,0.0,0.0,0.0,0.009139,0.009153,0.018292,0.0,0.0
internal capsule,2.0,0.0,2.0,1.259045,1.314191,2.573236,1.5885055736689317,0.0
lateral lemniscus,3.0,0.0,3.0,0.429622,0.408256,0.837878,6.98288262705355,0.0
"lateral olfactory tract, body",0.0,0.0,0.0,0.4448669999999999,0.470549,0.915416,0.0,0.0
lateral recess,2.0,0.0,2.0,0.2135929999999999,0.211613,0.425206,9.363602739790167,0.0
lateral ventricle,5.0,10.0,15.0,0.887436,0.8769979999999999,1.764434,5.6342091147981375,11.40253455538097
mammillary peduncle,0.0,0.0,0.0,0.018442,0.0150619999999999,0.033504,0.0,0.0
mammillotegmental tract,0.0,0.0,0.0,0.036282,0.035349,0.071631,0.0,0.0
mammillothalamic tract,0.0,2.0,2.0,0.072337,0.070258,0.142595,0.0,28.46650915198269
medial corticohypothalamic tract,0.0,0.0,0.0,0.003825,0.0036149999999999,0.0074399999999999,0.0,0.0
medial forebrain bundle,1.0,0.0,1.0,0.028349,0.026937,0.055286,35.27461286112385,0.0
medial lemniscus,0.0,0.0,0.0,0.352694,0.370902,0.723596,0.0,0.0
medial longitudinal fascicle,1.0,0.0,1.0,0.070782,0.070995,0.141777,14.127885620638017,0.0
middle cerebellar peduncle,0.0,0.0,0.0,0.439739,0.4495949999999999,0.889334,0.0,0.0
motor root of the trigeminal nerve,0.0,0.0,0.0,0.021175,0.021261,0.042436,0.0,0.0
nigrostriatal tract,0.0,3.0,3.0,0.0730659999999999,0.0679739999999999,0.14104,0.0,44.13452202312656
oculomotor nerve,0.0,0.0,0.0,0.00488,0.005378,0.010258,0.0,0.0
olfactory nerve layer of main olfactory bulb,14.0,19.0,33.0,1.417883,1.274444,2.692327,9.873875347965946,14.90846204305564
optic chiasm,0.0,0.0,0.0,0.145343,0.132399,0.277742,0.0,0.0
optic nerve,0.0,0.0,0.0,0.029486,0.025865,0.055351,0.0,0.0
optic radiation,48.0,0.0,48.0,1.034228,0.973056,2.007284,46.41142958805989,0.0
optic tract,0.0,0.0,0.0,0.3780079999999999,0.303825,0.6818329999999999,0.0,0.0
posterior commissure,0.0,0.0,0.0,0.032674,0.03231,0.064984,0.0,0.0
"posteromedial visual area, layer 1",0.0,0.0,0.0,0.070646,0.06389,0.134536,0.0,0.0
"posteromedial visual area, layer 2/3",8.0,0.0,8.0,0.1191,0.1083259999999999,0.227426,67.17044500419816,0.0
"posteromedial visual area, layer 4",6.0,0.0,6.0,0.044173,0.043146,0.087319,135.82957915468725,0.0
"posteromedial visual area, layer 5",50.0,0.0,50.0,0.143295,0.151009,0.294304,348.9305279318887,0.0
"posteromedial visual area, layer 6a",3.0,0.0,3.0,0.083087,0.082548,0.1656349999999999,36.106731498309,0.0
"posteromedial visual area, layer 6b",0.0,0.0,0.0,0.015306,0.0144739999999999,0.02978,0.0,0.0
principal mammillary tract,0.0,0.0,0.0,0.018755,0.0191719999999999,0.037927,0.0,0.0
pyramid,0.0,0.0,0.0,0.2004689999999999,0.2206159999999999,0.4210849999999999,0.0,0.0
root,43.0,25.0,68.0,1.600628,1.738922,3.33955,26.864455701137306,14.376723050257572
rubrospinal tract,0.0,0.0,0.0,0.252645,0.246975,0.49962,0.0,0.0
sensory root of the trigeminal nerve,0.0,0.0,0.0,0.152422,0.184475,0.336897,0.0,0.0
spinal tract of the trigeminal nerve,0.0,0.0,0.0,0.53187,0.628929,1.160799,0.0,0.0
stria medullaris,0.0,0.0,0.0,0.152447,0.1397169999999999,0.292164,0.0,0.0
stria terminalis,2.0,1.0,3.0,0.189073,0.182602,0.371675,10.577924928466784,5.476391277203974
subependymal zone,0.0,3.0,3.0,0.049498,0.0516299999999999,0.101128,0.0,58.1057524694946
superior cerebelar peduncles,1.0,1.0,2.0,0.2382139999999999,0.2126259999999999,0.4508399999999999,4.197906084445081,4.703093695032595
superior cerebellar peduncle decussation,0.0,0.0,0.0,0.0219439999999999,0.025705,0.047649,0.0,0.0
superior colliculus commissure,0.0,0.0,0.0,0.016567,0.01712,0.0336869999999999,0.0,0.0
supra-callosal cerebral white matter,4.0,1.0,5.0,0.6785209999999999,0.6276919999999999,1.3062129999999998,5.895174946685512,1.5931380358519787
supraoptic commissures,0.0,0.0,0.0,0.0150059999999999,0.012717,0.0277229999999999,0.0,0.0
third ventricle,2.0,1.0,3.0,0.337878,0.424537,0.7624150000000001,5.919296314054185,2.3555072938283352
trapezoid body,0.0,0.0,0.0,0.1458249999999999,0.1551779999999999,0.3010029999999999,0.0,0.0
trochlear nerve,0.0,0.0,0.0,0.004141,0.004287,0.008428,0.0,0.0
uncinate fascicle,0.0,0.0,0.0,0.0390989999999999,0.038592,0.077691,0.0,0.0
ventral hippocampal commissure,0.0,0.0,0.0,0.0302139999999999,0.032735,0.062949,0.0,0.0
ventral spinocerebellar tract,0.0,0.0,0.0,0.1121539999999999,0.1122919999999999,0.2244459999999999,0.0,0.0
ventral tegmental decussation,0.0,0.0,0.0,0.019669,0.0215789999999999,0.0412479999999999,0.0,0.0
vestibular nerve,0.0,0.0,0.0,0.1173419999999999,0.1196339999999999,0.2369759999999999,0.0,0.0
vomeronasal nerve,0.0,0.0,0.0,0.008605,0.007736,0.016341,0.0,0.0
