structure_name,left_cell_count,right_cell_count,total_cells,left_volume_mm3,right_volume_mm3,total_volume_mm3,left_cells_per_mm3,right_cells_per_mm3
"Periventricular hypothalamic nucleus, posterior part",0.0,0.0,0.0,0.040353,0.041378,0.081731,0.0,0.0
"Periventricular hypothalamic nucleus, preoptic part",0.0,0.0,0.0,0.061346,0.067538,0.128884,0.0,0.0
Piriform area,0.0,1.0,1.0,6.021102,6.434692,12.455794,0.0,0.1554075937123331
Piriform-amygdalar area,0.0,0.0,0.0,0.646469,0.6834129999999999,1.329882,0.0,0.0
Pons,51.0,37.0,88.0,1.937628,1.969953,3.907581,26.32084177148555,18.782173990953083
Pontine central gray,29.0,27.0,56.0,0.3164869999999999,0.3254559999999999,0.6419429999999999,91.63093586782398,82.9605230814611
Pontine gray,2.0,0.0,2.0,0.592136,0.573056,1.165192,3.3776024426820865,0.0
Pontine reticular nucleus,26.0,27.0,53.0,1.395314,1.394334,2.789648,18.633798557170646,19.364083497928043
"Pontine reticular nucleus, caudal part",41.0,33.0,74.0,1.309053,1.319307,2.62836,31.32035142962126,25.013131894244477
Posterior amygdalar nucleus,0.0,0.0,0.0,0.534922,0.529215,1.064137,0.0,0.0
"Posterior auditory area, layer 1",0.0,0.0,0.0,0.0461759999999999,0.0550089999999999,0.101185,0.0,0.0
"Posterior auditory area, layer 2/3",4.0,0.0,4.0,0.064806,0.076638,0.141444,61.72267999876554,0.0
"Posterior auditory area, layer 4",1.0,0.0,1.0,0.0374199999999999,0.042678,0.080098,26.723677177979763,0.0
"Posterior auditory area, layer 5",3.0,0.0,3.0,0.096483,0.104488,0.200971,31.093560523615558,0.0
"Posterior auditory area, layer 6a",2.0,0.0,2.0,0.036212,0.039497,0.075709,55.230310394344414,0.0
"Posterior auditory area, layer 6b",0.0,0.0,0.0,0.007607,0.008144,0.015751,0.0,0.0
Posterior complex of the thalamus,54.0,36.0,90.0,0.706104,0.692705,1.398809,76.47598654022637,51.970174894074674
Posterior hypothalamic nucleus,4.0,2.0,6.0,0.4218949999999999,0.427237,0.849132,9.481032010334326,4.681242495383125
Posterior intralaminar thalamic nucleus,1.0,0.0,1.0,0.1142629999999999,0.104667,0.2189299999999999,8.751739408207388,0.0
Posterior limiting nucleus of the thalamus,1.0,1.0,2.0,0.1112779999999999,0.1085999999999999,0.2198779999999999,8.986502273585083,9.208103130755072
Posterior pretectal nucleus,3.0,0.0,3.0,0.080898,0.0764519999999999,0.15735,37.08373507379663,0.0
Posterior triangular thalamic nucleus,6.0,2.0,8.0,0.154724,0.153673,0.308397,38.77872857475246,13.01464798630859
Posterodorsal preoptic nucleus,0.0,0.0,0.0,0.006568,0.00624,0.012808,0.0,0.0
Posterodorsal tegmental nucleus,2.0,2.0,4.0,0.023694,0.024621,0.048315,84.40955516164429,81.23146907111816
"Posterolateral visual area, layer 1",1.0,0.0,1.0,0.081319,0.1107389999999999,0.192058,12.297249105375128,0.0
"Posterolateral visual area, layer 2/3",12.0,0.0,12.0,0.0906,0.1130289999999999,0.203629,132.4503311258278,0.0
"Posterolateral visual area, layer 4",2.0,0.0,2.0,0.01724,0.020217,0.037457,116.00928074245941,0.0
"Posterolateral visual area, layer 5",34.0,4.0,38.0,0.124438,0.1511269999999999,0.2755649999999999,273.22843504395763,26.46780522342138
"Posterolateral visual area, layer 6a",4.0,0.0,4.0,0.061473,0.0723699999999999,0.133843,65.06921737998796,0.0
"Posterolateral visual area, layer 6b",0.0,0.0,0.0,0.004967,0.005012,0.009979,0.0,0.0
Postpiriform transition area,0.0,0.0,0.0,0.64699,0.751574,1.398564,0.0,0.0
"Postrhinal area, layer 1",0.0,0.0,0.0,0.108676,0.117335,0.226011,0.0,0.0
"Postrhinal area, layer 2/3",0.0,0.0,0.0,0.173279,0.184711,0.35799,0.0,0.0
"Postrhinal area, layer 4",2.0,0.0,2.0,0.030806,0.033107,0.063913,64.92241771083555,0.0
"Postrhinal area, layer 5",23.0,1.0,24.0,0.208503,0.2179279999999999,0.426431,110.31016340292466,4.588671487830846
"Postrhinal area, layer 6a",8.0,0.0,8.0,0.101633,0.103463,0.205096,78.71459073332481,0.0
"Postrhinal area, layer 6b",2.0,0.0,2.0,0.018141,0.018153,0.036294,110.24750565018466,0.0
Postsubiculum,5.0,1.0,6.0,0.552156,0.639482,1.191638,9.055411876353784,1.563765672841456
Precommissural nucleus,2.0,2.0,4.0,0.094939,0.0934219999999999,0.188361,21.066158270047083,21.40823360664514
"Prelimbic area, layer 1",2.0,0.0,2.0,0.206429,0.227495,0.433924,9.688561200218961,0.0
"Prelimbic area, layer 2/3",0.0,0.0,0.0,0.178086,0.177486,0.355572,0.0,0.0
"Prelimbic area, layer 5",1.0,0.0,1.0,0.426,0.431373,0.8573729999999999,2.347417840375587,0.0
"Prelimbic area, layer 6a",0.0,0.0,0.0,0.209089,0.2120999999999999,0.421189,0.0,0.0
"Prelimbic area, layer 6b",0.0,0.0,0.0,0.010827,0.010695,0.021522,0.0,0.0
Preparasubthalamic nucleus,0.0,0.0,0.0,0.007162,0.006775,0.013937,0.0,0.0
Presubiculum,2.0,2.0,4.0,0.4588,0.5959479999999999,1.054748,4.3591979075850045,3.355997503137858
"Primary auditory area, layer 1",0.0,0.0,0.0,0.1669179999999999,0.189364,0.356282,0.0,0.0
"Primary auditory area, layer 2/3",4.0,0.0,4.0,0.219474,0.255927,0.475401,18.2253934406809,0.0
"Primary auditory area, layer 4",0.0,0.0,0.0,0.117839,0.141709,0.259548,0.0,0.0
"Primary auditory area, layer 5",24.0,1.0,25.0,0.371137,0.449003,0.82014,64.66614754120447,2.227156611425759
"Primary auditory area, layer 6a",4.0,0.0,4.0,0.1428809999999999,0.159111,0.301992,27.99532478076163,0.0
"Primary auditory area, layer 6b",0.0,0.0,0.0,0.025571,0.0280529999999999,0.053624,0.0,0.0
"Primary motor area, Layer 1",0.0,2.0,2.0,0.7010959999999999,0.655269,1.3563649999999998,0.0,3.0521816231196652
"Primary motor area, Layer 2/3",0.0,0.0,0.0,1.985989,1.918319,3.904308,0.0,0.0
"Primary motor area, Layer 5",0.0,0.0,0.0,1.865242,1.763891,3.629133,0.0,0.0
"Primary motor area, Layer 6a",1.0,3.0,4.0,1.738267,1.561116,3.299383,0.5752856149256702,1.9217021669113634
"Primary motor area, Layer 6b",0.0,1.0,1.0,0.111079,0.106376,0.217455,0.0,9.400616680454238
"Primary somatosensory area, barrel field, layer 1",0.0,0.0,0.0,0.466983,0.4453149999999999,0.912298,0.0,0.0
"Primary somatosensory area, barrel field, layer 2/3",3.0,0.0,3.0,0.8461259999999999,0.82206,1.668186,3.545571226980379,0.0
"Primary somatosensory area, barrel field, layer 4",4.0,0.0,4.0,0.7278509999999999,0.7461949999999999,1.474046,5.495630286968075,0.0
"Primary somatosensory area, barrel field, layer 5",10.0,0.0,10.0,0.6980379999999999,0.6958829999999999,1.3939209999999995,14.325867646173991,0.0
"Primary somatosensory area, barrel field, layer 6a",3.0,1.0,4.0,0.806404,0.6967099999999999,1.503114,3.72021964176765,1.435317420447532
"Primary somatosensory area, barrel field, layer 6b",0.0,0.0,0.0,0.0957659999999999,0.077226,0.1729919999999999,0.0,0.0
"Primary somatosensory area, lower limb, layer 1",0.0,0.0,0.0,0.183249,0.156806,0.340055,0.0,0.0
"Primary somatosensory area, lower limb, layer 2/3",0.0,0.0,0.0,0.369485,0.3377449999999999,0.70723,0.0,0.0
"Primary somatosensory area, lower limb, layer 4",0.0,0.0,0.0,0.158429,0.153381,0.31181,0.0,0.0
"Primary somatosensory area, lower limb, layer 5",0.0,0.0,0.0,0.33936,0.3318129999999999,0.671173,0.0,0.0
"Primary somatosensory area, lower limb, layer 6a",1.0,0.0,1.0,0.377528,0.323426,0.700954,2.6488101544786082,0.0
"Primary somatosensory area, lower limb, layer 6b",0.0,0.0,0.0,0.0373229999999999,0.032097,0.06942,0.0,0.0
"Primary somatosensory area, mouth, layer 1",0.0,1.0,1.0,0.339066,0.34402,0.683086,0.0,2.9068077437358295
"Primary somatosensory area, mouth, layer 2/3",0.0,0.0,0.0,0.679209,0.73779,1.416999,0.0,0.0
"Primary somatosensory area, mouth, layer 4",0.0,0.0,0.0,0.4647329999999999,0.497612,0.962345,0.0,0.0
"Primary somatosensory area, mouth, layer 5",1.0,0.0,1.0,0.608987,0.609572,1.218559,1.6420711772172478,0.0
"Primary somatosensory area, mouth, layer 6a",0.0,1.0,1.0,0.783558,0.76442,1.547978,0.0,1.308181366264619
"Primary somatosensory area, mouth, layer 6b",0.0,0.0,0.0,0.0527469999999999,0.0517069999999999,0.1044539999999999,0.0,0.0
"Primary somatosensory area, nose, layer 1",0.0,0.0,0.0,0.173926,0.224679,0.398605,0.0,0.0
"Primary somatosensory area, nose, layer 2/3",0.0,0.0,0.0,0.298234,0.380349,0.6785829999999999,0.0,0.0
"Primary somatosensory area, nose, layer 4",0.0,0.0,0.0,0.290909,0.351254,0.642163,0.0,0.0
"Primary somatosensory area, nose, layer 5",1.0,0.0,1.0,0.3124989999999999,0.339431,0.6519299999999999,3.200010240032769,0.0
"Primary somatosensory area, nose, layer 6a",0.0,2.0,2.0,0.4300779999999999,0.449684,0.8797619999999999,0.0,4.447567625265743
"Primary somatosensory area, nose, layer 6b",0.0,1.0,1.0,0.029276,0.031187,0.060463,0.0,32.064642318914935
"Primary somatosensory area, trunk, layer 1",0.0,0.0,0.0,0.085797,0.078923,0.1647199999999999,0.0,0.0
"Primary somatosensory area, trunk, layer 2/3",0.0,0.0,0.0,0.186854,0.1775189999999999,0.3643729999999999,0.0,0.0
"Primary somatosensory area, trunk, layer 4",0.0,0.0,0.0,0.077903,0.083857,0.16176,0.0,0.0
"Primary somatosensory area, trunk, layer 5",1.0,0.0,1.0,0.198464,0.2203989999999999,0.418863,5.038697194453402,0.0
"Primary somatosensory area, trunk, layer 6a",0.0,0.0,0.0,0.162743,0.1520729999999999,0.314816,0.0,0.0
"Primary somatosensory area, trunk, layer 6b",0.0,0.0,0.0,0.0261269999999999,0.0222699999999999,0.0483969999999999,0.0,0.0
"Primary somatosensory area, unassigned, layer 1",0.0,0.0,0.0,0.097911,0.092498,0.190409,0.0,0.0
"Primary somatosensory area, unassigned, layer 2/3",0.0,0.0,0.0,0.19607,0.194385,0.390455,0.0,0.0
"Primary somatosensory area, unassigned, layer 4",0.0,0.0,0.0,0.1154409999999999,0.119224,0.2346649999999999,0.0,0.0
"Primary somatosensory area, unassigned, layer 5",0.0,0.0,0.0,0.166275,0.165132,0.331407,0.0,0.0
"Primary somatosensory area, unassigned, layer 6a",0.0,0.0,0.0,0.205832,0.189881,0.395713,0.0,0.0
"Primary somatosensory area, unassigned, layer 6b",0.0,0.0,0.0,0.0183289999999999,0.0168859999999999,0.0352149999999999,0.0,0.0
"Primary somatosensory area, upper limb, layer 1",0.0,0.0,0.0,0.268026,0.2477289999999999,0.515755,0.0,0.0
"Primary somatosensory area, upper limb, layer 2/3",0.0,0.0,0.0,0.558561,0.539885,1.098446,0.0,0.0
"Primary somatosensory area, upper limb, layer 4",0.0,0.0,0.0,0.304537,0.304784,0.609321,0.0,0.0
"Primary somatosensory area, upper limb, layer 5",1.0,0.0,1.0,0.488319,0.474074,0.962393,2.0478416772642474,0.0
"Primary somatosensory area, upper limb, layer 6a",1.0,1.0,2.0,0.6503559999999999,0.587081,1.237437,1.5376193961461109,1.703342468926775
"Primary somatosensory area, upper limb, layer 6b",0.0,0.0,0.0,0.0535,0.048865,0.102365,0.0,0.0
"Primary visual area, layer 1",37.0,0.0,37.0,0.651345,0.648874,1.3002189999999998,56.805533165987306,0.0
"Primary visual area, layer 2/3",1028.0,1.0,1029.0,1.079334,1.089924,2.169258,952.4391893519522,0.9174951648004815
"Primary visual area, layer 4",238.0,0.0,238.0,0.60346,0.622177,1.225637,394.39233752029963,0.0
"Primary visual area, layer 5",692.0,6.0,698.0,0.975655,0.978334,1.953989,709.2671077378786,6.1328748668655075
"Primary visual area, layer 6a",48.0,3.0,51.0,0.6801699999999999,0.6575139999999999,1.337684,70.57059264595617,4.562640491305128
"Primary visual area, layer 6b",4.0,0.0,4.0,0.098883,0.093414,0.192297,40.45184713246969,0.0
Principal sensory nucleus of the trigeminal,25.0,11.0,36.0,0.630975,0.644693,1.275668,39.62122112603511,17.062384731957692
Prosubiculum,4.0,1.0,5.0,0.91481,0.882798,1.797608,4.372492648746734,1.132761968196575
Pyramus (VIII),0.0,1.0,1.0,0.0574579999999999,0.173653,0.231111,0.0,5.758610562443494
Red nucleus,9.0,14.0,23.0,0.4956899999999999,0.494878,0.990568,18.156509108515404,28.28980071856094
Reticular nucleus of the thalamus,9.0,6.0,15.0,0.907814,0.8731589999999999,1.780973,9.913925099194328,6.871600705026233
Retrochiasmatic area,0.0,0.0,0.0,0.092953,0.0853469999999999,0.1783,0.0,0.0
Retroparafascicular nucleus,0.0,1.0,1.0,0.039168,0.0382109999999999,0.077379,0.0,26.170474470702224
"Retrosplenial area, dorsal part, layer 1",0.0,0.0,0.0,0.3898459999999999,0.3862009999999999,0.7760469999999999,0.0,0.0
"Retrosplenial area, dorsal part, layer 2/3",11.0,0.0,11.0,0.484377,0.462856,0.947233,22.709583650751377,0.0
"Retrosplenial area, dorsal part, layer 4",0.0,0.0,0.0,1e-06,1e-06,2e-06,0.0,0.0
"Retrosplenial area, dorsal part, layer 5",115.0,0.0,115.0,0.676225,0.619566,1.295791,170.0617398055381,0.0
"Retrosplenial area, dorsal part, layer 6a",90.0,0.0,90.0,0.442609,0.4332129999999999,0.8758219999999999,203.3397423007666,0.0
"Retrosplenial area, dorsal part, layer 6b",0.0,0.0,0.0,0.0168369999999999,0.016614,0.0334509999999999,0.0,0.0
"Retrosplenial area, lateral agranular part, layer 1",0.0,0.0,0.0,0.177697,0.181576,0.3592729999999999,0.0,0.0
"Retrosplenial area, lateral agranular part, layer 2/3",4.0,0.0,4.0,0.266036,0.255882,0.521918,15.035559097265033,0.0
"Retrosplenial area, lateral agranular part, layer 5",24.0,0.0,24.0,0.380762,0.3520729999999999,0.7328349999999999,63.03149999212106,0.0
"Retrosplenial area, lateral agranular part, layer 6a",4.0,0.0,4.0,0.2512939999999999,0.248685,0.4999789999999999,15.917610448319504,0.0
"Retrosplenial area, lateral agranular part, layer 6b",0.0,0.0,0.0,0.0201709999999999,0.019181,0.039352,0.0,0.0
"Retrosplenial area, ventral part, layer 1",0.0,0.0,0.0,0.4960679999999999,0.513573,1.0096409999999998,0.0,0.0
"Retrosplenial area, ventral part, layer 2/3",20.0,0.0,20.0,0.539611,0.521332,1.060943,37.06373665473832,0.0
"Retrosplenial area, ventral part, layer 5",169.0,1.0,170.0,0.893975,0.859313,1.753288,189.04331776615678,1.1637203207678692
"Retrosplenial area, ventral part, layer 6a",49.0,0.0,49.0,0.3584799999999999,0.3432929999999999,0.701773,136.68823923231426,0.0
"Retrosplenial area, ventral part, layer 6b",0.0,0.0,0.0,0.024739,0.024242,0.048981,0.0,0.0
Rhomboid nucleus,1.0,0.0,1.0,0.0578129999999999,0.0644069999999999,0.12222,17.297147700344244,0.0
Rostral linear nucleus raphe,0.0,0.0,0.0,0.025928,0.0325089999999999,0.0584369999999999,0.0,0.0
"Rostrolateral area, layer 1",0.0,0.0,0.0,0.0988749999999999,0.088751,0.187626,0.0,0.0
"Rostrolateral area, layer 2/3",0.0,0.0,0.0,0.1594779999999999,0.150164,0.309642,0.0,0.0
"Rostrolateral area, layer 4",1.0,0.0,1.0,0.0863,0.0844289999999999,0.170729,11.587485515643106,0.0
"Rostrolateral area, layer 5",4.0,1.0,5.0,0.141204,0.138106,0.27931,28.327809410498286,7.240815026139342
"Rostrolateral area, layer 6a",1.0,0.0,1.0,0.08261,0.080246,0.162856,12.105072025178549,0.0
"Rostrolateral area, layer 6b",0.0,0.0,0.0,0.0155839999999999,0.0151139999999999,0.0306979999999999,0.0,0.0
"Secondary motor area, layer 1",0.0,3.0,3.0,1.205375,1.125119,2.330494,0.0,2.6663846224266057
"Secondary motor area, layer 2/3",0.0,0.0,0.0,2.152827,1.945126,4.097953,0.0,0.0
"Secondary motor area, layer 5",10.0,0.0,10.0,2.6608,2.40745,5.06825,3.7582681900180397,0.0
"Secondary motor area, layer 6a",1.0,0.0,1.0,1.319787,1.344364,2.664151,0.7576980224839311,0.0
"Secondary motor area, layer 6b",0.0,0.0,0.0,0.042095,0.04496,0.087055,0.0,0.0
Septofimbrial nucleus,0.0,0.0,0.0,0.249722,0.2659209999999999,0.515643,0.0,0.0
Septohippocampal nucleus,0.0,0.0,0.0,0.0211769999999999,0.021856,0.043033,0.0,0.0
Simple lobule,56.0,51.0,107.0,3.026796,2.907445,5.934241,18.501412054198564,17.541174467616756
"Spinal nucleus of the trigeminal, interpolar part",12.0,9.0,21.0,0.650501,0.833823,1.484324,18.44731983501947,10.79365764676676
"Spinal nucleus of the trigeminal, oral part",11.0,14.0,25.0,0.547908,0.553412,1.10132,20.076363185060266,25.297608291833207
Spinal vestibular nucleus,5.0,2.0,7.0,0.38488,0.412313,0.797193,12.991062149241323,4.850683825152251
Striatum,10.0,0.0,10.0,1.529261,1.599989,3.12925,6.5391061434248305,0.0
Subceruleus nucleus,1.0,1.0,2.0,0.0166639999999999,0.017247,0.033911,60.00960153624616,57.98109816199919
Subcommissural organ,0.0,0.0,0.0,0.0073549999999999,0.009004,0.016359,0.0,0.0
Subfornical organ,0.0,0.0,0.0,0.006212,0.007265,0.013477,0.0,0.0
Subgeniculate nucleus,1.0,0.0,1.0,0.0138079999999999,0.0140469999999999,0.0278549999999999,72.42178447276993,0.0
Subiculum,4.0,2.0,6.0,1.332294,1.343793,2.676087,3.002340324282778,1.4883244666403233
Sublaterodorsal nucleus,6.0,1.0,7.0,0.03101,0.0317589999999999,0.0627689999999999,193.48597226701065,31.48713750432958
Submedial nucleus of the thalamus,5.0,9.0,14.0,0.178446,0.182473,0.360919,28.019681023951225,49.32236550064941
Subparafascicular area,2.0,0.0,2.0,0.065722,0.0718179999999999,0.13754,30.43121024923161,0.0
"Subparafascicular nucleus, magnocellular part",0.0,0.0,0.0,0.04147,0.040409,0.081879,0.0,0.0
"Subparafascicular nucleus, parvicellular part",2.0,1.0,3.0,0.070279,0.076595,0.146874,28.45800310192234,13.055682485801945
Subparaventricular zone,0.0,0.0,0.0,0.0553489999999999,0.052926,0.108275,0.0,0.0
Substantia innominata,2.0,1.0,3.0,1.820113,1.789084,3.609197,1.0988328746621776,0.5589452479592909
"Substantia nigra, compact part",1.0,1.0,2.0,0.121871,0.1217839999999999,0.2436549999999999,8.205397510482396,8.211259278722991
"Substantia nigra, reticular part",4.0,4.0,8.0,0.90645,0.947814,1.854264,4.412819239891886,4.220237303943601
Subthalamic nucleus,3.0,3.0,6.0,0.1190399999999999,0.1152889999999999,0.2343289999999999,25.20161290322583,26.021563202040113
Superior central nucleus raphe,10.0,12.0,22.0,0.337815,0.361322,0.6991369999999999,29.602001095274044,33.21137378847676
"Superior colliculus, motor related, deep gray layer",23.0,19.0,42.0,0.682766,0.709502,1.392268,33.686504600404824,26.77934664031955
"Superior colliculus, motor related, deep white layer",3.0,2.0,5.0,0.189745,0.195017,0.384762,15.810693298901157,10.255516185768421
"Superior colliculus, motor related, intermediate gray layer",14.0,18.0,32.0,1.141541,1.150357,2.291898,12.264123671423103,15.647316441765469
"Superior colliculus, motor related, intermediate white layer",20.0,28.0,48.0,1.135943,1.167109,2.303052,17.60651722841727,23.990904020104377
"Superior colliculus, optic layer",1.0,1.0,2.0,0.421355,0.399223,0.820578,2.3732956770419245,2.5048657016254072
"Superior colliculus, superficial gray layer",1.0,0.0,1.0,0.676443,0.6142029999999999,1.290646,1.4783211593585859,0.0
"Superior colliculus, zonal layer",7.0,6.0,13.0,0.192111,0.187249,0.37936,36.43726803774901,32.04289475511218
"Superior olivary complex, lateral part",2.0,0.0,2.0,0.1990859999999999,0.181609,0.380695,10.04590980782175,0.0
"Superior olivary complex, medial part",0.0,1.0,1.0,0.110051,0.114066,0.224117,0.0,8.766854277348202
"Superior olivary complex, periolivary region",0.0,0.0,0.0,0.237721,0.245915,0.4836359999999999,0.0,0.0
Superior vestibular nucleus,8.0,6.0,14.0,0.210883,0.210473,0.4213559999999999,37.93572739386295,28.507219453326556
"Supplemental somatosensory area, layer 1",0.0,0.0,0.0,0.568676,0.684206,1.252882,0.0,0.0
"Supplemental somatosensory area, layer 2/3",0.0,0.0,0.0,1.033503,1.2069379999999998,2.240441,0.0,0.0
"Supplemental somatosensory area, layer 4",0.0,0.0,0.0,0.6067319999999999,0.688711,1.295443,0.0,0.0
"Supplemental somatosensory area, layer 5",4.0,0.0,4.0,1.157288,1.306711,2.463999,3.4563565853962017,0.0
"Supplemental somatosensory area, layer 6a",1.0,0.0,1.0,1.049509,1.135283,2.184792,0.9528265122071369,0.0
"Supplemental somatosensory area, layer 6b",0.0,0.0,0.0,0.105044,0.107751,0.212795,0.0,0.0
Suprachiasmatic nucleus,0.0,0.0,0.0,0.035132,0.033086,0.068218,0.0,0.0
Suprageniculate nucleus,3.0,6.0,9.0,0.099105,0.103044,0.202149,30.27092477675193,58.22755327821125
Supragenual nucleus,1.0,4.0,5.0,0.009922,0.0101479999999999,0.0200699999999999,100.78613182826042,394.1663381947221
Supramammillary nucleus,0.0,0.0,0.0,0.140835,0.14031,0.281145,0.0,0.0
Supraoculomotor periaqueductal gray,2.0,1.0,3.0,0.0242539999999999,0.026278,0.0505319999999999,82.46062505153823,38.05464647233428
Supraoptic nucleus,0.0,0.0,0.0,0.025092,0.024564,0.049656,0.0,0.0
Supratrigeminal nucleus,4.0,0.0,4.0,0.1528479999999999,0.1625,0.3153479999999999,26.169789594891675,0.0
"Taenia tecta, dorsal part",0.0,0.0,0.0,0.375452,0.387096,0.762548,0.0,0.0
"Taenia tecta, ventral part",0.0,0.0,0.0,0.3056049999999999,0.283618,0.5892229999999999,0.0,0.0
Tegmental reticular nucleus,3.0,5.0,8.0,0.4254409999999999,0.427104,0.8525449999999999,7.051506554375344,11.706750580654829
"Temporal association areas, layer 1",0.0,0.0,0.0,0.230076,0.260358,0.490434,0.0,0.0
"Temporal association areas, layer 2/3",12.0,0.0,12.0,0.319114,0.362547,0.6816610000000001,37.60411639727496,0.0
"Temporal association areas, layer 4",11.0,0.0,11.0,0.151445,0.1724699999999999,0.3239149999999999,72.6336293703985,0.0
"Temporal association areas, layer 5",15.0,0.0,15.0,0.4842889999999999,0.5290349999999999,1.013324,30.973241184499344,0.0
"Temporal association areas, layer 6a",4.0,0.0,4.0,0.258631,0.264158,0.522789,15.466050086803206,0.0
"Temporal association areas, layer 6b",2.0,0.0,2.0,0.041199,0.043424,0.084623,48.54486759387364,0.0
Thalamus,31.0,11.0,42.0,0.530189,0.5305759999999999,1.060765,58.46971551654221,20.7321853985103
Triangular nucleus of septum,0.0,0.0,0.0,0.164097,0.1725239999999999,0.3366209999999999,0.0,0.0
Trochlear nucleus,0.0,0.0,0.0,0.0035199999999999,0.003854,0.0073739999999999,0.0,0.0
Tuberal nucleus,0.0,0.0,0.0,0.282033,0.326633,0.6086659999999999,0.0,0.0
"Tuberomammillary nucleus, dorsal part",0.0,0.0,0.0,0.0120089999999999,0.012152,0.024161,0.0,0.0
"Tuberomammillary nucleus, ventral part",0.0,0.0,0.0,0.0483559999999999,0.050989,0.0993449999999999,0.0,0.0
Uvula (IX),3.0,4.0,7.0,0.2569349999999999,0.4795069999999999,0.7364419999999999,11.67610485142157,8.341901160984095
Vascular organ of the lamina terminalis,0.0,0.0,0.0,0.002853,0.004038,0.0068909999999999,0.0,0.0
Ventral anterior-lateral complex of the thalamus,55.0,7.0,62.0,0.4883389999999999,0.44853,0.936869,112.62667941737197,15.606536909459791
"Ventral auditory area, layer 1",0.0,0.0,0.0,0.1130839999999999,0.132349,0.2454329999999999,0.0,0.0
"Ventral auditory area, layer 2/3",0.0,0.0,0.0,0.163399,0.194241,0.3576399999999999,0.0,0.0
"Ventral auditory area, layer 4",0.0,0.0,0.0,0.099616,0.1213109999999999,0.2209269999999999,0.0,0.0
"Ventral auditory area, layer 5",1.0,0.0,1.0,0.302516,0.37205,0.674566,3.30561028177022,0.0
"Ventral auditory area, layer 6a",3.0,0.0,3.0,0.140341,0.150872,0.291213,21.376504371495145,0.0
"Ventral auditory area, layer 6b",0.0,0.0,0.0,0.021783,0.023135,0.044918,0.0,0.0
Ventral cochlear nucleus,1.0,1.0,2.0,0.466447,0.461439,0.927886,2.143866291347141,2.1671336839755635
Ventral medial nucleus of the thalamus,28.0,9.0,37.0,0.5900299999999999,0.573108,1.163138,47.45521414165382,15.703846395443792
Ventral part of the lateral geniculate complex,19.0,7.0,26.0,0.240081,0.223438,0.463519,79.13995693120239,31.32860122271055
Ventral posterolateral nucleus of the thalamus,32.0,15.0,47.0,0.512898,0.4800339999999999,0.992932,62.390572784452274,31.24778661511477
"Ventral posterolateral nucleus of the thalamus, parvicellular part",3.0,3.0,6.0,0.052389,0.0558559999999999,0.108245,57.263929450838916,53.70953881409348
Ventral posteromedial nucleus of the thalamus,50.0,46.0,96.0,0.959008,0.8784179999999999,1.837426,52.137208448730355,52.366868620633916
"Ventral posteromedial nucleus of the thalamus, parvicellular part",3.0,5.0,8.0,0.136081,0.139955,0.276036,22.045693373799427,35.72576899717767
Ventral premammillary nucleus,0.0,0.0,0.0,0.096859,0.099745,0.196604,0.0,0.0
Ventral tegmental area,1.0,2.0,3.0,0.260424,0.2700329999999999,0.530457,3.8398918686449792,7.406502168253512
Ventral tegmental nucleus,3.0,0.0,3.0,0.0206249999999999,0.019344,0.039969,145.45454545454615,0.0
Ventrolateral preoptic nucleus,0.0,0.0,0.0,0.031703,0.032012,0.063715,0.0,0.0
Ventromedial hypothalamic nucleus,0.0,0.0,0.0,0.3250949999999999,0.339225,0.66432,0.0,0.0
Ventromedial preoptic nucleus,0.0,0.0,0.0,0.023101,0.02171,0.044811,0.0,0.0
Vestibulocerebellar nucleus,0.0,0.0,0.0,0.049498,0.0501459999999999,0.099644,0.0,0.0
"Visceral area, layer 1",0.0,0.0,0.0,0.142238,0.178285,0.320523,0.0,0.0
"Visceral area, layer 2/3",0.0,0.0,0.0,0.234724,0.276954,0.511678,0.0,0.0
"Visceral area, layer 4",0.0,0.0,0.0,0.08423,0.0950879999999999,0.1793179999999999,0.0,0.0
"Visceral area, layer 5",0.0,0.0,0.0,0.356072,0.4077969999999999,0.7638689999999999,0.0,0.0
"Visceral area, layer 6a",0.0,0.0,0.0,0.285074,0.320779,0.605853,0.0,0.0
"Visceral area, layer 6b",0.0,0.0,0.0,0.027587,0.0304489999999999,0.058036,0.0,0.0
Xiphoid thalamic nucleus,1.0,0.0,1.0,0.0487289999999999,0.062744,0.1114729999999999,20.52166061277683,0.0
Zona incerta,39.0,23.0,62.0,0.8684149999999999,0.878381,1.7467959999999998,44.90940391402728,26.18453723384272
alveus,9.0,1.0,10.0,0.8267329999999999,0.783337,1.61007,10.886223242570455,1.276589769154272
amygdalar capsule,0.0,0.0,0.0,0.08668,0.08993,0.17661,0.0,0.0
"anterior commissure, olfactory limb",0.0,1.0,1.0,0.3896429999999999,0.392962,0.782605,0.0,2.5447753217868394
"anterior commissure, temporal limb",0.0,0.0,0.0,0.117583,0.116629,0.2342119999999999,0.0,0.0
arbor vitae,26.0,35.0,61.0,3.555969,3.605897,7.161866,7.311649792222598,9.7063227263563
auditory radiation,4.0,1.0,5.0,0.2331899999999999,0.224241,0.457431,17.15339422788285,4.459487783233218
brachium of the inferior colliculus,0.0,0.0,0.0,0.0995429999999999,0.1047439999999999,0.204287,0.0,0.0
brachium of the superior colliculus,18.0,0.0,18.0,0.1022209999999999,0.102087,0.204308,176.08906193443636,0.0
